VSSL_INNB,CLSGN,VSSL_NO,IMO_NO,MMSI_NO,BEF_VSSL_NO,BEF_CLSGN,PRT_AG_CD,SATMNT_ENTRPS_CD,SAVE_TP,VSSL_KND_CD,VSSL_KOR_NM,VSSL_ENG_NM,VSSL_NLTY_CD,SHIPNG_NAT_CD,SHIPNG_PRT_CD,OPRTR_NLTY_CD,OPRTR_ENTRPS_CD,SHPWNR_NLTY_CD,SHPWNR_ENTRPS_CD,TON_EDYC_SE,INTRL_GRTG,GRTG,NTNG,CMDTY_WT_TON,VSSL_TOT_LT,SHDTH,VSSL_DRFT,VSSL_LT,VSSL_DP,BRBT_SE,IBOBPRT_SE,NVG_SHAP_CD,ERSR_RESN_CD,VSSL_CNSTR_DT,ORGINL_CMPRSN_DT,ISSC_DSPTH_DTLS,ISSC_APRTF_CECK_DTLS,ISSC_CNFIRM_DT,ISSC_PRT_CD,VSSL_TELNO_1,VSSL_TELNO_2,VSSL_TELNO_3,XCSSHP_AT,OKR_DPLC_HULL_AT,SBT_YN,REMARK,SATMNT_DT,USE_YN,RDCSHP_RESN,RDCSHP_DE,HARBOR_TNSPOT_SE,STDR_INSTT_HRSPW,USER_INSRNC_EXPRTN_DE,VSSL_INSRNC_EXPRTN_DE,CREW_INSRNC_EXPRTN_DE,POSESN_SE,HOLD_SE,CHARTSP_BEGIN_DE,CHARTSP_END_DE,LDADNG_CPCTY,ACQS_DE,RGSTR_ID,REGIST_DT,UPDUSR_ID,UPDT_DT,ROW_STTUS_CD,TELNO_RM,REQST_NO,NWSHIP_TKOFF_AT,OIL_INSRNC_BEGIN_DE,OIL_INSRNC_END_DE,RGSTR_SE,SATMNT_ENTRPS_U_CD,SUB_INST_YN,LDADNG_TEU,RE_SATMNT_REQST_YN,RE_SATMNT_REQST_RESN
3FIA2,3FIA2,,9399002,370892000,,,20,KMC0326,3,41,MSC DANIELA,MSC DANIELA,PA,PA,PTY,PA,,PA,,1,"151,559","151,559","83,151","162,867",352,51,16,352,23,,1,1,,8/4/2008 0:00,,,,,,,,,,,N,120119 순톤수 변경  120109 운항/대리점,12/15/2008 0:00,Y,,,,,,,,,,,,,,lmk0123,2/14/2014 7:09,ywhyun,11/10/2020 10:25,A,,,,,,,,,"13,798",,
3FER7,3FER7,,9401104,370894000,,,20,KMC0326,3,41,MSC SOLA,MSC SOLA,PA,PA,PTY,CH,KMC0326,CH,KMC0326,1,"131,771","131,771","64,192","138,377",364,46,16,351,26,,1,1,,6/25/2008 0:00,,,,,,1045657192,1045657192,,3,N,N,,4/28/2020 11:07,Y,,,,,,,,,,,,,,bpa020,2/4/2016 15:24,vtms,4/18/2021 10:52,A,,59881,,,,,,,"11,668",,
3FRH6,3FRH6,,9398371,370930000,,,20,KMC0326,3,41,MSC IVANA,MSC IVANA,PA,PA,PTY,PA,,PA,,1,"131,771","131,771","60,239","138,377",351,46,15,351,26,,1,2,,8/19/2008 0:00,,,,,,,,,,,,,12/12/2008 12:14,Y,,,,,,,,,,,,,,bpa111,11/2/2012 14:02,joon5617,3/16/2021 8:00,A,,,,,,,,,"11,668",,
3FXI,3FXI,,9401116,370993000,,,20,KMC0326,3,41,MSC FRANCESCA,MSC FRANCESCA,PA,PA,PTY,IT,,IT,,1,"131,771","131,771","60,239","138,377",351,46,16,351,26,,1,2,,12/2/2008 0:00,,,,,,,,,3,,N,110418 나용구분 변경,12/17/2008 0:00,Y,,,,,,,,,,,,,,lmk0123,9/25/2013 9:06,lmk0123-IHS,10/27/2020 15:36,A,,,,,,,,,"11,668",,
9441001,3FKQ,,9441001,371233000,,,20,KMC0326,3,41,MSC PALOMA,MSC PALOMA,PA,PA,PTY,PA,,,,1,"153,092","153,092","90,033","165,564",352,52,16,352,23,,1,1,,4/6/2010 0:00,,,,,,,,,,,N,대리점변경 110411,8/17/2010 0:00,,,,,,,,,,,,,,,lmk0123,2/17/2014 19:44,lmk0123-IHS,10/27/2020 15:37,A,,,,,,,,,"14,036",,
3EBW6,3EBW6,,9289116,371245000,,,20,KMC0326,,41,MSC RITA,MSC RITA,PA,PA,PTY,CH,,CH,,1,"89,954","89,954","54,268","104,849",324,43,15,310,20,,1,1,,7/15/2005 0:00,,,,,,,,,,,,,7/22/2005 10:43,Y,,,,,,,,,,,,,,AHNMISUN,7/22/2005 10:43,AHNMISUN-IHS,10/27/2020 15:33,A,,,,,,,,,"8,089",,
3ECU4,3ECU4,,9290543,371466000,,,20,KMC0326,3,41,MSC SUSANNA,MSC SUSANNA,PA,PA,ZZZ,CH,,CH,,1,"107,849","107,849","61,479","117,095",337,46,16,337,23,,1,1,,4/22/2005 0:00,9/14/2005 0:00,,,,,,1045657192,,,,N,151123 순톤수 변경,11/24/2005 0:00,Y,,,,,,,,,,,,,,bpa020,11/23/2015 13:03,bpa020-IHS,10/27/2020 15:37,A,,,,,,,,,"9,178",,
3ECV5,3ECV5,,9295397,371475000,,,20,KMC0326,,41,MSC CAROLINA,MSC CAROLINA,PA,PA,PTY,CH,,CH,,1,"65,483","65,483","37,611","72,037",265,40,15,265,20,,1,1,,8/20/2005 0:00,,,,,,,,,,,,"선주국적,선종변경7.6",7/6/2007 16:44,Y,,,,,,,,,,,,,,SIMA3116,7/6/2007 16:44,SIMA3116-IHS,10/27/2020 15:37,A,,,,,,,,,"5,606",,
A8AL5,3FZY4,,9152856,371711000,,A8AL5,20,KMC0326,3,41,MSC GIANNA,MSC GIANNA,PA,PA,PTY,CH,KMC0326,CH,,1,"30,495","30,495","12,152",0,202,32,12,192,19,,1,1,,10/27/1997 0:00,,,,7/21/2006 0:00,20,1045657192,,,,N,,,3/4/2021 16:58,Y,,,,,,,,,,,,,,JIMMY777,7/24/2006 11:06,vtms,4/22/2021 5:48,A,,65761,,,,,,,,,
3EEB3,3EEB3,,9309447,371752000,,,20,KMC0326,3,41,MSC RANIA,MSC RANIA,PA,PA,ZZZ,CH,,CH,,1,"94,489","94,489","55,670","114,108",332,43,15,332,43,,1,1,,6/20/2005 0:00,,,,7/14/2006 0:00,20,,,,3,,,,7/14/2006 17:23,Y,,,,,,,,,,,,,,lmk0123,3/29/2013 18:01,lmk0123-IHS,10/27/2020 15:37,A,,,,,,,,,"8,401",,
3EXX9,3EXX9,,9461374,371753000,,,20,KMC0326,3,41,MSC ALEXANDRA,MSC ALEXANDRA,PA,PA,ZZZ,PA,,PA,,1,"153,115","153,115","89,061","165,908",352,51,16,352,23,,1,1,,1/1/2010 0:00,5/4/2011 0:00,,,,,,,,,,N,110425 총톤수/순톤수,4/1/2010 0:00,Y,,,,,,,,,,,,,,lmk0123,2/7/2014 6:45,joon5617-IHS,10/27/2020 15:38,A,,,,,,,,,"14,036",,
3EGM7,3EGM7,,9305697,371795000,,,20,ICC2115,3,41,GRANVILLE BRIDGE,GRANVILLE BRIDGE,PA,PA,ZZZ,PA,,PA,,1,"68,570","68,570","25,418","71,326",285,40,11,275,24,,1,1,,8/30/2006 0:00,,,,,,1092608879,,,,N,,,1/13/2020 11:33,Y,,,,,,,,,,,,,,FBZ567,9/6/2006 16:02,vtms,4/10/2021 7:54,A,,57754,,,,,,,"5,642",,
3EHC4,3EHC4,,9309473,372008000,,,20,KMC0326,3,41,MSC HEIDI,,PA,PA,PTY,PA,,PA,,1,"94,489","94,489","55,670","114,106",318,43,12,318,20,,1,2,,4/24/2006 0:00,,,,,,,,,,,,,10/4/2006 9:35,Y,,,,,,,,,,,,,,bpa333,9/7/2012 11:35,bpa333-IHS,10/27/2020 15:37,A,,,,,,,,,"8,401",,
3EGN4,3EGN4,,9320439,372123000,,,20,KMC0326,,41,MSC LEIGH,MSC LEIGH,PA,PA,PTY,CH,KMC0326,CH,,1,"50,963","50,963","30,224","63,410",275,32,14,263,22,,1,1,,1/3/2006 0:00,,,,,,1045657192,,,,N,,,9/25/2019 8:39,Y,,,,,,,,,,,,,,BASHM,3/13/1996 16:23,bpa063004-IHS,10/27/2020 15:37,A,,55423,,,,,,,"4,870",,
3EIZ7,3EIZ7,,9367188,372444000,,3EI87,20,KMC0155,3,41,BREMEN BELLE,BREMEN BELLE,PA,PA,PTY,DK,,,,1,"66,462","66,462","25,614","66,940",266,40,11,266,24,,1,1,,1/1/2006 0:00,,,,,,1098165350,1094502281,,,N,,,8/18/2020 15:04,Y,,,,,,,,,,,,,,bpa020,10/10/2016 10:10,ywhyun-IHS,10/27/2020 15:37,A,,62012,,,,,,,"5,888",,
3EXT3,3EXT3,,9550319,372707000,,,20,KMC0155,,41,MAERSK WILMINGTON,MAERSK WILMINGTON,PA,PA,PTY,DK,,PA,,1,"17,280","17,280","7,814","21,413",161,28,10,161,14,,1,1,,1/1/2009 0:00,,,,,,1098165350,,,,N,,,1/20/2020 17:02,Y,,,,,,,,,,,,,,IPJSEA,2/8/2010 10:19,bpa161006-IHS,10/27/2020 15:38,A,,57937,,,,,,,"1,708",,
3EKU2,3EKU2,,9311139,372828000,,,20,KMC2009,3,21,GLORIOUS PEONY,GLORIOUS PEONY,PA,PA,ZZZ,JP,,PA,,1,"40,393","40,393","21,658","49,798",200,32,12,194,23,,1,2,,1/1/1990 0:00,,,,,,1066126469,,,,N,,신규9.27,1/22/2020 9:17,Y,,,,,,,,,,,,,,bpa222,8/30/2012 0:10,bpa333,4/2/2021 20:54,A,,57984,,,,,,,,,
3EOU7,3EOU7,,9369758,372843000,,,810,KMC0326,3,41,MSC FIAMMETTA,MSC FIAMMETTA,PA,PA,PTY,CH,KMC0326,CH,,1,"66,399","66,399","37,740","73,355",277,40,15,264,24,,1,1,,1/1/2007 0:00,,,,,,1045657192,,,,N,,,1/8/2021 10:11,Y,,,,,,,,,,,,,,JACKEY75,3/14/2008 14:04,vtms,1/27/2021 16:45,A,,64759,,,,,,,"5,762",,
9487433,3FBD7,,9467433,373004000,,,20,KMC0326,3,41,MSC FLAVIA,MSC FLAVIA,PA,PA,PTY,CH,KMC0326,CH,KMC0326,1,"140,096","140,096","85,456","139,466",366,48,17,352,30,,1,1,,1/31/2012 0:00,,,,,,1045657192,514663399,,,N,N,"131024 IMO번호, 총길이변경",4/2/2020 6:50,Y,,,,,,,,,,,,,,lmk0123,3/2/2014 14:38,joon5617,11/13/2020 10:43,A,,59388,,,,,,,"12,400",,
2BUH7,3EUT5,,9393022,373021000,,2BUH7,20,KMS8802,3,41,HYUNDAI GLOBAL,HYUNDAI GLOBAL,PA,PA,PTY,KR,,KR,KMS8802,1,"95,681","95,681","51,638","99,086",340,46,21,325,21,9,1,1,,2/2/2009 0:00,4/28/2009 0:00,,,,,1073026210,1074454786,,3,N,N,"190131 호출부호/국적 변경
180626 나용구분 변경/170517나용구분 변경",7/25/2019 20:32,Y,,,,,,,,,,,,,,bpa020,5/17/2017 13:21,vtms,4/29/2021 23:10,A,,54291,,,,,,,"8,566",,
3EUI7,3EUI7,,9465289,373031000,,,20,KMC0326,3,41,MSC CAPELLA,MSC CAPELLA,PA,PA,PTY,CH,KMC0326,CH,KMC0326,1,"141,635","141,635","63,825","148,694",353,48,16,353,26,,1,1,,2/16/2012 0:00,,,,,,1045657192,1026095536,,,N,N,120307 운항/나용/대리점 변경,2/3/2021 10:22,Y,,,,,,,,,,,,,,sima3116,3/7/2012 17:57,vtms,5/6/2021 9:54,A,,65227,,,,,,,"13,102",,
9465291,3EYG3,,9465291,373068000,,,20,KMC0326,3,41,MSC REGULUS,MSC REGULUS,PA,PA,PTY,CH,,CH,,1,"141,635","141,635","63,825","148,542",353,48,15,353,26,,1,1,,4/10/2012 0:00,,,,,,1098898037,,1035945513,3,,N,,7/27/2016 10:20,Y,,,,,,,,,,,,,,bpa020,7/27/2016 10:34,bpa020-IHS,10/27/2020 15:38,A,,,,,,,,,"13,102",,
9704960,3FVB9,,9704960,373134000,,,20,KMC0326,3,41,MSC LILY,MSC LILY,PA,PA,PTY,PA,,PA,,1,"96,333","96,333","56,898","109,542",300,48,15,286,20,,1,1,,7/28/2014 0:00,5/4/2015 0:00,,,,,1045657192,,,,N,N,150422신규,10/12/2020 15:58,Y,,,,,,,,,,,,,,sima3116,5/6/2015 9:02,vtms,5/5/2021 19:05,A,,63111,,,,,,,"8,800",,
9461415,3FKL6,,9461415,373183000,,,20,KMC0326,3,41,MSC DEILA,MSC DEILA,PA,PA,PTY,PA,,,,1,"153,115","153,115","89,067","166,093",352,51,16,352,23,,1,1,,11/22/2011 0:00,,,,,,,,,N,,N,120427 운항/대리점 변경,3/30/2012 0:00,Y,,,,,,,,,,,,,,lmk0123,3/4/2014 7:06,vtms,4/23/2021 7:39,A,,,,,,,,,"14,036",,
9625970,3EZX,,9625970,373300000,,,620,OST0179,3,21,ANASTASIA,ANASTASIA,PA,PA,PTY,PA,,,,1,"51,168","51,168","30,936","92,216",230,38,15,222,21,,1,2,,9/15/2011 0:00,8/8/2012 0:00,,,,,,,,,,N,,4/15/2013 15:40,Y,,,,,,,,,,,,,,hunjae,4/18/2013 13:53,ipsae,3/26/2021 6:16,A,,,,,,,,,,,
9484443,3FDA3,,9484443,373355000,,,20,KMC0326,3,41,MSC ARIANE,MSC ARIANE,PA,PA,PTY,PA,,,,1,"143,521","143,521","83,512","154,503",352,48,16,352,23,,1,1,,8/11/2011 0:00,,,,,,,,,,,N,120119 운항/대리점,12/29/2011 0:00,,,,,,,,,,,,,,,lmk0123,1/23/2012 9:34,in13041648-IHS,10/27/2020 15:34,A,,,,,,,,,"13,050",,
9606338,3EUJ,,9606338,373598000,,,20,KMC0326,3,41,MSC AMSTERDAM,MSC AMSTERDAM,PA,PA,PTY,PA,,,,1,"176,490","176,490","100,545","186,541",399,54,16,385,23,,1,2,,5/1/2014 0:00,,,,,,,1082425032,,,,N,,4/2/2015 0:00,Y,,,,,,,,,,,,,,rlaehdwls,5/12/2015 15:40,vtms,12/28/2020 16:11,A,,,,,,,,,"16,652",,
9704984,3FRZ7,,9704984,374008000,,,20,KMC0326,3,41,MSC NAOMI,MSC NAOMI,PA,PA,PTY,PA,,,,1,"95,403","95,403","56,898","109,510",300,48,14,300,20,,1,1,,7/2/2015 0:00,,,,,,,514102733,,,,N,150709 신규,7/9/2015 0:00,Y,,,,,,,,,,,,,,bpa020,7/9/2015 15:57,bpa020-IHS,10/27/2020 15:37,A,,,,,,,,,"8,800",,
9720457,3FFR5,,9720457,374128000,,,20,JJC2013,3,41,MSC SILVIA,MSC SILVIA,PA,PA,PTY,CH,,CH,,1,"95,514","95,514","53,022","110,697",300,48,14,285,20,,1,1,,11/20/2014 0:00,,,,,,1045657192,1045657192,,,N,N,160115 신규,2/4/2020 9:24,Y,,,,,,,,,,,,,,bpa020,1/15/2016 13:36,KLMSCHE0-IHS,10/27/2020 15:37,A,,58196,,,,,,,"9,400",,
9702261,3EMU,,9702261,374289000,,,20,KMC0326,3,41,MSC SARA ELENA,MSC SARA ELENA,PA,PA,PTY,CH,,CH,,1,"95,497","95,497","56,934","109,778",300,48,15,287,20,,1,1,,12/24/2015 0:00,6/14/2016 0:00,,,,,,1045657192,,,,N,160620 최종,6/14/2016 0:00,Y,,,,,,,,,,,,,,bpa020,6/20/2016 9:46,bpa020-IHS,10/27/2020 15:33,A,,,,,,,,,"8,819",,
9704996,3FWL4,,9704996,374335000,,,20,KMC0326,3,41,MSC JULIE,MSC JULIE,PA,PA,PTY,CH,,CH,,1,"96,333","96,333","56,898","109,587",300,48,15,287,20,,1,1,,10/8/2014 0:00,,,,,,1045657192,514102750,,,N,N,150730 신규,12/31/2020 15:47,Y,,,,,,,,,,,,,,piri23,7/31/2015 10:09,ywhyun,1/8/2021 6:30,A,,64614,,,,,,,"8,819",,
9702106,H3CT,,9702106,374361000,,,20,KMC0326,3,41,MSC BRUNELLA,MSC BRUNELLA,PA,PA,PTY,CH,,CH,,1,"96,331","96,331","56,934","109,832",300,48,15,287,25,,1,1,,6/20/2014 0:00,,,,,,1045657192,,,,N,N,,6/10/2020 14:32,Y,,,,,,,,,,,,,,bpa020,11/5/2015 18:02,bpa161006-IHS,10/27/2020 15:30,A,,60701,,,,,,,"8,819",,
9708693,3FZW9,,9708693,374766000,,,20,KMC0326,3,41,MSC CLARA,MSC CLARA,PA,PA,PTY,PA,,,,1,"192,237","192,237","111,423","199,273",395,59,15,381,23,,1,2,,12/30/2014 0:00,,,,,,,1045657192,,,,N,,11/2/2015 0:00,Y,,,,,,,,,,,,,,skarter,11/24/2015 9:11,vtms,3/31/2021 23:41,A,,,,,,,,,"19,224",,
9708679,3EZI,,9708679,374859000,,,20,KMC0326,3,41,MSC MAYA,MSC MAYA,PA,PA,PTY,PA,,,,1,"192,237","192,237","111,423","199,272",395,59,16,381,23,,1,2,,12/26/2014 0:00,,,,,,,,,,,N,,7/22/2015 0:00,Y,,,,,,,,,,,,,,bpa020,4/4/2016 9:41,vtms,12/24/2020 6:10,A,,,,,,,,,"19,224",,
9647461,3FYY8,,9647461,374886000,,,20,KMC0326,3,41,MSC HAMBURG,MSC HAMBURG,PA,PA,PTY,PA,,,,1,"176,490","176,490","100,545","186,682",399,54,16,385,23,,1,2,,6/1/2014 0:00,,,,,,,556816181,,,,N,,10/8/2015 0:00,Y,,,,,,,,,,,,,,skarter,12/7/2015 15:18,skarter-IHS,10/27/2020 15:36,A,,,,,,,,,"16,652",,
J8B3447,J8B3447,,8026907,375429000,,,20,BSC2152,,21,ZHEN HUA .19,ZHEN HUA .19,VC,VC,KTN,VC,,VC,,1,"28,559","28,559","8,567","30,451",217,32,10,217,14,,1,2,,6/28/2006 0:00,,,,,,,1073716600,,,,,신규10.2,10/13/2008 17:10,Y,,,,,,,,,,,,,,SIMA3116,10/13/2008 17:10,KLBARWE0-IHS,10/27/2020 15:30,A,2.87E+12,,,,,,,,,,
9607567,BSHS,,9607667,413021180,,,20,KMC2009,1,21,DE BO,DE BO,CN,CN,ZZZ,CN,,CN,KMC2009,1,"10,549","10,549","3,164","11,417",121,33,5,121,8,,1,2,,12/15/2009 0:00,,,,,,1066126469,1045403394,,,N,N,"190125 선적항/선주 변경
160722 신규등록",1/31/2019 11:13,Y,,,,,,,,,,,,,,bpa020,7/22/2016 10:37,bpa161006-IHS,10/27/2020 15:38,A,,50607,,,,,,,,,
9643776,BHNZ2,,9643776,413361430,,,20,KMC2009,3,21,FAN ZHOU 9,FAN ZHOU 9,CN,CN,NTG,CN,,,,1,"9,968","9,968","2,990","12,135",143,32,5,143,8,,1,2,,3/14/2012 0:00,9/14/2015 11:01,,,,,1067092566,1066126469,,,N,,,6/14/2019 10:48,,,,,,,,,,,,,,,hmyang,9/14/2015 11:01,bpa181019-IHS,10/27/2020 15:39,A,,53381,,,,,,,,,
BKPG4,BKPG4,,9420136,413415730,,,20,KMC0102,3,41,YONG YUE 7,YONG YUE 7,CN,CN,ZZZ,KR,,CN,,1,"6,813","6,813","3,450","8,710",133,19,7,124,9,9,1,1,,3/1/2007 0:00,,,,,,1098800810,,,,N,N,120323 운영자국적/대리점 변경,4/7/2020 17:43,Y,,,,,,,,,,,,,,dpkimj,4/4/2012 17:26,dpkimj,5/4/2021 8:00,A,,59448,,,,,,,679,,
9462732,BLHI,,9462732,416464000,,,20,KMC0761,3,41,YM UNICORN,YM UNICORN,TW,TW,KEL,TW,,TW,,1,"90,532","90,532","55,413","103,235",333,25,13,333,25,,1,1,,5/3/2013 0:00,11/29/2016 0:00,,,,,,1093328977,,,,N,170321 나용구분변경,11/29/2016 0:00,Y,,,,,,,,,,,,,,bpa020,3/21/2017 11:21,vtms,11/27/2020 21:57,A,,,,,,,,,"8,626",,
4XFV,4XFV,,9231808,428002000,,9HGC7,20,KMC0660,3,41,ZIM VIRGINIA,ZIM VIRGINIA,IL,IL,ZZZ,IL,,IL,,1,"53,453","53,453","33,604","66,686",284,32,14,284,18,,1,2,,3/19/2002 0:00,4/14/2003 0:00,,,,,,,,,,,,4/14/2003 16:47,Y,,,,,,,,,,,,,,lmk0123,2/22/2014 15:17,vtms,1/3/2021 6:22,A,,,,,,,,,"4,992",,
D8FY,D8FY,920573,9044140,440023000,920573,,20,KMS8832,3,41,SUNNY CEDAR,SUNNY CEDAR,KR,KR,CHA,JP,,KR,KMS8832,2,"3,980","3,980","1,878","5,940",107,17,7,98,8,,1,1,,3/1/1992 0:00,,,,,,,1082425032,,,N,N,,1/19/2010 0:00,Y,,,,,,,,,,,,,,bpa020,11/20/2015 17:40,KLKMTCE0-IHS,10/27/2020 15:33,A,051-797-7401,,,,,,,,342,,
901412,DSRB8,,9014121,440065000,,DSBR8,31,BSZ9581,3,41,두우 훼밀리,DOOWOO FAMILY,KR,KR,CHA,KR,,,,1,"8,616","8,616","4,257","12,827",139,22,8,131,11,,1,1,,6/30/1992 0:00,6/4/2013 0:00,,,,,1093976291,1098800810,1022438076,,,N,,11/9/2017 17:46,Y,,,,,,,,,,,,,,jsk007,11/10/2017 14:31,bpa111,5/6/2021 8:55,A,선장 20.09.01.확인,,,,,,,,700,,
DSEK9,DSEK9,,9128996,440120000,5,,20,OSL0038,3,41,흥아울산호,HEUNG-A ULSAN,KR,KR,CHA,KR,ICZ0830,KR,ICZ0830,1,"4,914","4,914","2,338",0,112,18,7,105,9,,1,2,,12/1/1986 0:00,,,,6/12/2008 0:00,20,51,,,N,N,,,11/20/2019 15:16,Y,,,,,,,,,,,,,,bpa222,4/7/2014 12:36,mbzmpc06,5/5/2021 20:45,A,,56546,,,,,,,420,,
C4BD2,D7AA,151044,9329576,440273000,,C4BD2,20,ICZ0830,3,41,오사카 보이저 ,OSAKA VOYAGER,KR,KR,CHA,KR,,KR,,1,"7,447","7,447","3,121",0,121,21,7,121,11,3,1,1,,4/1/2005 0:00,7/30/2015 0:00,,,,,,1035965258,,,N,N,"150730 호출부호,선명,국적,선적항,선사,톤수,길이 변경 121128 선주-운영자국적/대리점 변경",5/30/2019 15:41,Y,,,,,,,,,,,,,,bpa020,7/30/2015 13:20,bpa222,5/5/2021 22:53,A,4월1일 010-3596-5258 전화 번호 확인,52936,,,,,,,698,,
DSEM2,D7PE,961520,9129005,440335000,,3EUH3,20,ICZ0830,3,41,흥아토쿄호,HEUNG-A TOKYO,KR,KR,CHA,KR,ICZ0830,KR,ICZ0830,1,"4,914","4,914","2,338",0,113,18,7,105,9,,1,1,N,6/18/1996 0:00,1/22/2015 0:00,,,,,115965258,1035965258,519503807,,N,N,"150113호출부호,선박국적,선적항,운항형태,100517선명변경",12/9/2019 9:45,Y,,,,,,,,,,,,,,sima3116,1/22/2015 15:13,bpa111,5/6/2021 8:56,A,대리점 흥아라인 담당자 010-3596-5258,56902,,,,,,,420,,
V7BH6,D7DX,181047,9179452,440364000,,V7BH6,20,OSL0038,3,41,시노코블라디보스톡,SINOKOR VLADIVOSTOK,KR,KR,CHA,KR,,KR,OSL0038,1,"9,038","9,038","4,222",0,135,23,9,126,11,3,1,1,,9/12/1998 0:00,6/21/2013 0:00,,,,,1051050743,1045942118,,,N,N,"180913 호출부호,선박국적,선적항 변경",5/31/2019 16:57,Y,,,,,,,,,,,,,,bpa111,4/5/2014 1:10,bpa111,5/6/2021 8:56,A,,52984,,,,,,,834,,
DSOB5,DSOB5,59148,9000261,440497000,59148,,20,OSL0038,3,41,시노코 울산,SINOKOR ULSAN,KR,KR,CHA,KR,OSL0038,KR,,1,"5,356","5,356","2,673",0,111,18,6,111,8,9,1,1,,8/18/1990 0:00,,,,7/15/2006 0:00,30,1037200270,1093433819,,,N,,,5/30/2019 13:19,Y,,,,,,,,,,,,,,bpa333,4/7/2014 8:34,bpa161006-IHS,10/27/2020 15:30,A,,52920,,,,,,,255,,
DSOH9,DSOH9,59505,9312468,440702000,59505,SB451,20,OSL0038,3,41,스카이프라이드호,SKY PRIDE,KR,KR,CHA,KR,OSL0038,KR,KMS8811,1,"9,520","9,520","4,960",0,143,23,8,135,11,3,1,1,,5/9/2005 0:00,,,,6/8/2009 0:00,20,1037200270,514692281,,,N,N,180803 나용구분 변경/160919 기타용선으로 변경,12/16/2019 13:48,Y,,,,,,,,,,,,,,bpa020,9/19/2016 9:48,kkkjun,5/2/2021 19:00,A,장금상선 950-3809 21.03.31,57091,,,,,,,962,,
9385441,D7RN,171062,9385441,440901000,,5BAQ4,20,KMS8819,3,41,동진하이니스,DONGJIN HIGHNESS,KR,KR,CHA,KR,KMS8819,KR,KMS8819,1,"7,170","7,170","3,068",0,133,19,6,122,11,3,1,1,,8/1/2007 0:00,3/24/2014 0:00,,,,,1039298371,,1065731298,,N,N,170906 내항에서 외항으로자격변동,5/27/2019 16:43,Y,,,,,,,,,,,,,,bpa020,9/6/2017 17:16,bpa444,5/3/2021 18:26,A,범주로 변경 051-440-1113,52759,,,,,,,704,,
3EPJ2,D7UW,201016,9347449,441266000,,D5NP7,20,KMS8832,3,41,케이앰티씨 문드라,KMTC MUNDRA,KR,KR,CHA,KR,KMS8832,KR,KMS8832,1,"75,488","75,488","44,353","44,353",294,40,14,294,20,3,1,1,,1/11/2008 0:00,,,,,,1082425032,1099587181,,,N,N,110726 나용 변경/imo,11/5/2020 14:16,Y,,,,,,,,,,,,,,lmk0123,2/2/2014 23:38,bpa111,3/23/2021 15:26,A,대리점 고려해운 051-797-7408 20.04.21번호업데이트선박제원담당010-9489-6555,63591,,,,,,N,"6,655",,
DDJR2,D9NB,191026,9326768,441552000,,3EPB,20,OSL0038,3,41,노스브리지,NORTH BRIDGE,KR,KR,CHA,KR,OSL0038,KR,OSL0038,1,"41,896","41,896","24,786",0,264,32,11,250,17,3,1,1,,7/1/2006 0:00,6/22/2015 0:00,,,,,1037200270,1037200270,,,N,N,"180222운영자국적,대리점변경",6/21/2019 20:37,Y,,,,,,,,,,,,,,bpa020,2/22/2018 14:42,bpa333,5/1/2021 19:25,A,,53557,,,,,,,"4,298",,
920990,DSRA2,,9209908,441772000,,,20,OSL0038,3,41,SINOKOR NIIGATA,SINOKOR NIIGATA,KR,KR,CHA,KR,,,,1,"6,490","6,490","3,506","8,516",119,18,11,119,11,,1,1,,2/23/1999 0:00,1/16/2014 0:00,,,,,1035535935,1037200270,,,,N,"140110 총톤수, 순톤수 변경 101214 신규등록",12/14/2010 0:00,Y,,,,,,,,,,,,,,bpa222,3/22/2014 13:50,vtms,5/4/2021 9:17,A,051-950-3810 2019.05.07수정,,,,,,,,550,,
A8GP6,DSMA4,,9315848,441933000,,A8GP6,20,KMS8832,3,41,케이엠티씨 톈진,KMTC TIANJIN,KR,KR,CHA,KR,,KR,,1,"28,927","28,927","15,033","39,338",212,30,12,212,17,3,1,1,,3/7/2005 0:00,,,,,,1042307118,7977402,,3,,N,"151023 호출부호,선명,선적항,운영자 국적 변경 130723 대리점변경",11/30/2007 0:00,Y,,,,,,,,,,,,,,bpa020,11/16/2015 15:07,joon5617,4/22/2021 20:01,A,,,,,,,,,"2,824",,
P3HT9,D8BE,151048,9160906,441952000,,V7YZ9,20,OSL0038,3,41,시노코 칭다오,SINOKOR QINGDAO,KR,KR,CHA,KR,OSL0038,KR,,1,"9,030","9,030","4,222",0,126,23,9,126,11,3,1,1,,11/4/1997 0:00,,,전기항지 10개 미만(2개) - 서류확인,,,1071110106,1037200270,,,N,N,"150724 호출부호,나용,선적항,국적 변경 150326나용구분변경, 2015.004 출항 중 엔진이상으로 재접안",5/30/2019 9:35,Y,,,,,,,,,,,,,,bpa020,7/28/2015 18:29,vtms,5/5/2021 7:06,A,20.04.16,52890,,,,,,,834,,
